scorer,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo,DoanVo
bodyparts,left_ankle,left_ankle,left_knee,left_knee,left_femoral,left_femoral,right_femoral,right_femoral,right_knee,right_knee,right_ankle,right_ankle,left_wrist,left_wrist,left_elbow,left_elbow,left_shoulder,left_shoulder,left_chest,left_chest,right_chest,right_chest,right_shoulder,right_shoulder,right_elbow,right_elbow,right_wrist,right_wrist,hip,hip,abdominal,abdominal,head,head
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\EasyPose\img038.png,270.9909401975267,932.3003732794152,283.43358737071276,785.4771366358193,293.3877051092618,673.4933120771445,405.37152966793656,673.4933120771445,407.8600591025738,787.9656660704566,417.8141768411226,939.7659615833269,268.50241076288944,519.204487129637,211.26623376623343,442.0600746558831,300.85329341317333,364.9156621821294,335.6927054980945,424.64036861342265,412.83711797184833,422.1518391787854,450.1650594914065,362.4271327474921,529.7980013997976,466.94536900225535,452.65358892604377,549.0668403452835,353.11241154055506,603.8144879073024,360.5779998444666,511.7388988257253,360.5779998444666,225.558013842445
labeled-data\EasyPose\img055.png,261.0368224589779,954.6971381911503,223.7088809394195,822.8050781553776,198.82358659304737,703.3556652927912,338.18123493273174,698.3786064235167,365.5550587137411,820.3165487207405,397.905941364025,947.2315498872385,176.4268216813125,516.7159576949997,121.67917411929352,424.64036861342265,258.54829302434064,377.35830935531544,283.43358737071276,442.0600746558831,353.11241154055506,469.4338984368926,402.8830002332993,434.59448635197145,467.5847655338671,561.5094875184698,370.53211758301563,591.3718407341163,263.52535189361515,621.2341939497629,283.43358737071276,526.6700754335486,335.6927054980945,307.67948518547337
labeled-data\EasyPose\img094.png,248.59417528579183,954.6971381911503,238.6400575472428,800.4083132436426,223.7088809394195,666.0277237732329,325.7385877595457,671.0047826425073,358.08947040982935,792.942724939731,390.44035306011324,944.7430204526014,188.86946885449856,559.0209580838324,121.67917411929352,479.3880161754414,171.449762812038,417.1747803095109,218.7318220701452,481.87654561007867,300.85329341317333,471.92242787152975,318.2729994556339,389.8009565285015,432.74535344894593,456.99125126370643,370.53211758301563,561.5094875184697,266.0138813282524,606.3030173419396,258.54829302434064,524.1815459989114,196.3350571584101,292.74830857765005
labeled-data\EasyPose\img115.png,243.61711641651732,952.2086087565131,208.77770433159617,827.7821370246521,193.84652772377285,708.3327241620656,330.71564662881997,698.3786064235167,358.08947040982935,820.3165487207405,370.53211758301563,949.7200793218758,151.54152733494016,578.9291935609302,79.37417373046083,509.25036939108804,163.98417450812622,397.2665448324133,223.7088809394197,454.5027218290693,290.89917567462453,452.01419239443203,338.18123493273174,387.31242709386424,412.83711797184833,489.3421339139903,368.0435881483784,561.5094875184697,261.0368224589779,638.6538999922234,261.0368224589779,534.1356637374603,241.12858698188006,250.44330818881735
labeled-data\EasyPose\img130.png,253.57123415506612,949.7200793218758,273.47946963216395,807.8739015475543,308.3188817170851,698.3786064235167,435.2338828835832,680.9589003810562,432.74535344894593,805.3853721129171,380.48623532156444,939.7659615833269,273.47946963216395,613.7686056458513,171.449762812038,591.3718407341163,203.80064546232188,461.96831013298095,288.4106462399873,506.7618399564508,345.6468232366433,452.01419239443203,340.669764367369,352.4730150089433,445.188000622132,402.24360370168756,442.69947118749496,506.7618399564508,380.48623532156444,626.2112528190373,348.13535267128054,526.6700754335486,198.82358659304737,270.35154366591496
labeled-data\EasyPose\img140.png,243.61711641651732,942.2544910179641,270.9909401975267,807.8739015475543,295.87623454389905,673.4933120771445,402.8830002332993,666.0277237732329,397.905941364025,820.3165487207405,377.9977058869272,949.7200793218758,266.0138813282524,588.883311299479,218.7318220701452,531.647134302823,213.75476320087068,434.59448635197145,283.43358737071276,511.7388988257253,343.158293802006,484.3650750447159,345.6468232366433,374.8697799206782,482.5159421416904,417.1747803095109,447.67653005676925,539.1127226067347,353.11241154055506,623.7227233844002,333.2041760634572,536.6241931720975,181.4038805505868,280.305661404464
labeled-data\EasyPose\img171.png,218.7318220701452,942.2544910179641,208.77770433159617,800.4083132436426,223.7088809394195,671.0047826425073,358.08947040982935,678.4703709464189,360.5779998444666,817.8280192861032,368.0435881483784,942.2544910179641,263.52535189361515,479.3880161754414,191.35799828913582,541.6012520413719,223.7088809394195,384.8238976592272,275.9679990668012,434.59448635197145,350.6238821059178,429.61742748269717,382.9747647562017,382.33536822458996,412.83711797184833,521.6930165642741,343.158293802006,481.87654561007867,295.87623454389905,626.2112528190373,313.2959405863594,534.1356637374603,310.80741115172236,233.02360214635678
labeled-data\EasyPose\img209.png,201.31211602768462,917.3691966715919,211.26623376623343,790.4541955050938,241.12858698188006,661.0506649039584,380.48623532156444,680.9589003810562,365.5550587137411,807.8739015475543,358.08947040982935,934.7889027140525,290.89917567462453,359.93860331285487,231.17446924333126,481.87654561007867,251.0827047204291,387.31242709386424,288.4106462399873,437.0830157866087,350.6238821059178,434.59448635197145,402.8830002332993,377.35830935531544,395.41741192938775,504.27331052181364,310.80741115172236,419.66330974414814,318.2729994556339,623.7227233844002,330.71564662881997,511.7388988257253,313.2959405863594,240.48919045026832
labeled-data\EasyPose\img221.png,196.3350571584101,914.8806672369548,211.26623376623343,800.4083132436426,256.0597635897034,680.9589003810562,373.02064701765266,685.9359592503306,368.0435881483784,817.8280192861032,358.08947040982935,942.2544910179641,300.85329341317333,397.2665448324133,258.54829302434064,514.2274282603624,251.0827047204291,387.31242709386424,313.2959405863594,432.1059569173342,373.02064701765266,427.1288980480599,412.83711797184833,379.8468387899527,420.3027062757599,511.7388988257253,343.158293802006,419.66330974414814,328.2271171941827,618.7456645151257,338.18123493273174,514.2274282603624,315.78447002099665,238.0006610156313
labeled-data\EasyPose\img268.png,248.59417528579183,937.2774321486897,236.15152811260577,778.0115483319076,218.7318220701452,675.9818415117817,348.13535267128054,643.6309588614979,390.44035306011324,780.5000777665449,422.79123571039713,904.9265494984058,218.7318220701452,402.24360370168756,186.3809394198613,514.2274282603624,171.449762812038,374.8697799206782,,,285.92211680535,424.64036861342265,328.2271171941827,377.35830935531544,330.71564662881997,519.204487129637,248.59417528579183,417.1747803095109,275.9679990668012,611.280076211214,253.57123415506612,504.27331052181364,256.0597635897034,230.53507271171952
labeled-data\EasyPose\img317.png,246.10564585115458,932.3003732794152,241.12858698188006,795.4312543743682,231.17446924333126,690.913018119605,355.6009409751923,680.9589003810562,365.5550587137411,797.9197838090055,373.02064701765266,922.3462555408664,211.26623376623343,529.1586048681858,163.98417450812622,534.1356637374603,211.26623376623343,399.75507426705053,248.59417528579183,452.01419239443203,318.2729994556339,449.5256629597948,368.0435881483784,377.35830935531544,400.39447079866227,521.6930165642741,315.78447002099665,539.1127226067347,293.3877051092618,631.1883116883118,288.4106462399873,504.27331052181364,283.43358737071276,242.97771988490558
labeled-data\EasyPose\img325.png,248.59417528579183,934.7889027140525,248.59417528579183,797.9197838090055,253.57123415506612,678.4703709464189,363.06652927910386,678.4703709464189,368.0435881483784,805.3853721129171,373.02064701765266,927.3233144101408,99.28240920755866,369.8927210514039,101.77093864219592,449.5256629597948,226.19741037405674,384.8238976592272,268.50241076288944,432.1059569173344,338.18123493273174,424.64036861342265,385.46329419083895,369.89272105140367,487.4930010109649,447.0371335251576,499.935648184151,389.80095652850173,308.3188817170851,601.3259584726652,305.83035228244785,499.29625165253924,298.3647639785361,233.02360214635678
labeled-data\EasyPose\img356.png,241.12858698188006,944.7430204526014,246.10564585115458,820.3165487207405,258.54829302434064,685.9359592503306,368.0435881483784,688.4244886849679,373.02064701765266,820.3165487207406,375.5091764522899,939.7659615833269,129.1447624232053,108.59713041449572,188.86946885449856,265.3744847966407,246.10564585115458,382.33536822458996,273.47946963216395,437.0830157866087,335.6927054980945,439.57154522124597,363.06652927910386,382.33536822458996,410.34858853721107,287.77124970837554,452.65358892604377,133.48242476086807,310.80741115172236,611.280076211214,308.3188817170851,506.7618399564508,300.85329341317333,272.8400731005522
labeled-data\EasyPose\img377.png,256.0597635897034,944.7430204526014,261.0368224589779,810.3624309821915,268.50241076288944,690.913018119605,377.9977058869272,688.4244886849679,382.9747647562017,815.3394898514659,395.41741192938775,944.7430204526014,14.672408429893267,300.2138968815616,136.61035072711684,362.4271327474921,253.57123415506612,389.8009565285015,295.87623454389905,427.1288980480599,360.57799984446683,429.61742748269694,382.9747647562017,389.80095652850173,472.5618244031416,377.35830935531544,587.0341783964536,342.5188972703943,328.2271171941827,606.3030173419396,325.7385877595457,509.25036939108804,318.2729994556339,265.3744847966407
labeled-data\EasyPose\img406.png,268.50241076288944,937.2774321486897,280.9450579360757,805.3853721129171,285.92211680535,680.9589003810562,392.9288824947505,678.4703709464189,405.37152966793656,810.3624309821915,410.34858853721107,942.2544910179641,52.00034994945145,437.0830157866087,168.96123337740073,429.61742748269717,280.9450579360757,387.31242709386424,303.3418228478106,434.59448635197145,380.48623532156444,432.1059569173342,392.9288824947505,382.33536822458996,482.5159421416904,422.1518391787854,596.9882961350024,447.0371335251576,348.13535267128054,611.280076211214,348.13535267128054,509.25036939108804,333.2041760634572,267.86301423127793
labeled-data\EasyPose\img422.png,278.45652850143847,927.3233144101408,285.92211680535,797.9197838090055,285.92211680535,680.9589003810562,395.41741192938775,680.9589003810562,397.905941364025,812.8509604168288,415.3256474064856,937.2774321486897,99.28240920755866,549.0668403452836,196.3350571584101,486.85360447935307,280.9450579360757,399.75507426705053,310.80741115172236,439.57154522124597,375.5091764522899,437.0830157866087,397.905941364025,379.8468387899527,475.05035383777863,481.87654561007867,557.171825180807,546.5783109106463,345.6468232366433,621.2341939497629,348.13535267128054,511.7388988257253,338.18123493273174,250.44330818881735
labeled-data\EasyPose\img498.png,241.12858698188006,904.9265494984058,139.0988801617541,768.0574305933588,248.59417528579183,708.3327241620656,430.2568240143087,708.3327241620656,532.2865308344349,790.4541955050938,440.2109417528577,907.4150789330431,196.3350571584101,434.59448635197145,236.15152811260555,476.89948674080426,278.45652850143847,476.89948674080426,308.3188817170851,526.6700754335486,373.02064701765266,524.1815459989114,,,,,412.83711797184833,427.1288980480599,335.6927054980945,666.0277237732329,338.18123493273174,583.9062524302046,335.6927054980945,362.4271327474921
labeled-data\EasyPose\img503.png,236.15152811260577,912.3921378023175,136.61035072711684,770.545960027996,243.61711641651732,713.30978303134,420.3027062757599,710.8212535967028,512.378295357337,800.4083132436426,432.74535344894593,907.4150789330431,211.26623376623343,439.57154522124597,238.6400575472428,486.85360447935307,288.4106462399873,484.3650750447159,303.3418228478106,531.647134302823,363.06652927910386,524.1815459989114,,,405.37152966793656,489.3421339139903,392.9288824947505,444.54860409052037,333.2041760634572,683.4474298156933,330.71564662881997,581.4177229955674,330.71564662881997,377.35830935531544
labeled-data\EasyPose\img520.png,256.0597635897034,922.3462555408664,268.50241076288944,795.4312543743682,273.47946963216395,663.5391943385956,380.48623532156444,663.5391943385956,432.74535344894593,778.0115483319076,420.3027062757599,914.8806672369548,4.718290691344237,427.1288980480599,106.7479975114702,437.0830157866087,246.10564585115458,407.2206625709621,280.9450579360757,454.50272182906906,348.13535267128054,452.01419239443203,375.5091764522899,402.24360370168756,487.4930010109649,442.0600746558831,594.4997667003652,452.01419239443203,320.76152889027117,618.7456645151257,308.3188817170851,526.6700754335486,298.3647639785361,287.77124970837554
labeled-data\EasyPose\img558.png,270.9909401975267,919.8577261062292,273.47946963216395,805.3853721129171,283.43358737071276,683.4474298156933,390.44035306011324,680.9589003810562,407.8600591025738,785.4771366358193,427.76829457967165,929.8118438447781,39.55770277626539,464.4568395676181,159.00711563885193,447.0371335251576,270.9909401975267,389.8009565285015,298.3647639785361,437.0830157866087,370.53211758301563,434.59448635197145,382.9747647562017,384.8238976592272,485.00447157632766,439.57154522124597,579.5685900925419,461.96831013298095,343.158293802006,621.2341939497629,335.6927054980945,521.6930165642741,318.2729994556339,262.8859553620034
